NO,Àü¿ë¸éÀû(§³),¿ù¼¼±Ý(¸¸¿ø),Ãþ_2019,Ãþ_2020,Ãþ_2021,Ãþ_2022,Ãþ_2023,°ÇÃà³âµµ,X,Y,ÃÖÁ¾ Áý°ª(¸¸¿ø)
205.43,7.43,43.61,4.37,4.37,4.37,4.37,4.37,2009.48,126.93,37.62,152.65
67061.29,44.49,4.63,0.74,0.74,0.74,0.74,0.74,2017.02,127.1,37.56,33935.22
3127.73,48.55,103.71,2.81,2.81,2.81,2.81,2.81,2019.9,126.82,37.6,13670.9
7898.89,41.23,60.68,2.35,2.35,2.35,2.35,2.35,2022.75,126.94,37.56,32385.68
4350.65,5.39,26.82,2.11,2.11,2.11,2.11,2.11,2013.13,126.92,37.51,22804.29
6663.21,16.58,89.65,11.14,11.14,11.14,11.14,11.14,2013.15,126.99,37.52,18071.52
57527.11,32,9.9,10.44,10.44,10.44,10.44,10.44,2012.65,126.72,37.63,31688.31
26202.55,28.98,55.92,7.17,7.17,7.17,7.17,7.17,2013.6,126.93,37.54,20571.99
23472.35,22.05,0.99,5.58,5.58,5.58,5.58,5.58,2018.33,126.78,37.47,37264.43
8050.19,24.49,4.35,11.08,11.08,11.08,11.08,11.08,2008.26,127.05,37.51,15163.01
41812.2,17.19,109.76,11.29,11.29,11.29,11.29,11.29,2011.35,126.96,37.51,28644.07
33763.58,44.25,21.62,8.58,8.58,8.58,8.58,8.58,2006.11,126.91,37.48,20601.62
37601.87,28.16,0.45,2.91,2.91,2.91,2.91,2.91,2014.49,127.01,37.57,17638.08
7268.71,60.82,44.79,18.63,18.63,18.63,18.63,18.63,2005.05,127.02,37.58,26904.42
42802.28,36.15,98.64,1.38,1.38,1.38,1.38,1.38,2012.43,127.1,37.53,47824.68
50444.25,38.32,57.03,9.64,9.64,9.64,9.64,9.64,2014.93,126.9,37.52,12558.66
43893.21,50.81,56.32,6.6,6.6,6.6,6.6,6.6,2002.68,126.91,37.59,950.24
25571.17,14.86,26.7,5.39,5.39,5.39,5.39,5.39,2006.44,127.01,37.44,27135.39
35510.03,3.69,104.8,6.61,6.61,6.61,6.61,6.61,2007,126.86,37.51,34519.54
39617.82,30.5,49.43,1.68,1.68,1.68,1.68,1.68,2016.71,126.88,37.62,16386.67
55857.64,48.85,60.26,7.65,7.65,7.65,7.65,7.65,2017.75,127.04,37.48,28996.15
36569.6,22.61,36.2,9.21,9.21,9.21,9.21,9.21,2023.2,126.88,37.51,12036.06
30061.4,47.77,67.64,11.63,11.63,11.63,11.63,11.63,2024.17,127.03,37.53,28116.65
12883.67,46.31,28.91,4.03,4.03,4.03,4.03,4.03,2014.93,126.88,37.53,18059.86
41301.76,3.71,4.85,3.11,3.11,3.11,3.11,3.11,2005.86,127.04,37.48,30187.6
3045.08,54.63,72.37,5.85,5.85,5.85,5.85,5.85,2005.48,126.96,37.55,13175.2
24384.49,18.61,10.43,1.22,1.22,1.22,1.22,1.22,2008.65,126.95,37.49,26859.08
22355.54,27.92,67.21,6.36,6.36,6.36,6.36,6.36,2005.29,126.92,37.52,17480.07
29748.38,39.84,70.18,11.62,11.62,11.62,11.62,11.62,1998.31,127.01,37.61,13681.85
1282.05,7.09,64.2,10.61,10.61,10.61,10.61,10.61,2016.59,126.92,37.55,6823.98
39065.38,52.37,41.02,12.56,12.56,12.56,12.56,12.56,1991.57,127.01,37.53,15622.1
58847.27,72.56,92.51,6.19,6.19,6.19,6.19,6.19,2008.58,126.98,37.45,14058.35
27749.43,27.79,96.37,3.94,3.94,3.94,3.94,3.94,2012.82,126.83,37.57,31391.13
26809.93,30.01,67.32,8.55,8.55,8.55,8.55,8.55,2000.58,126.89,37.45,14735.39
60946.28,12.08,7.5,5.41,5.41,5.41,5.41,5.41,2006.91,127.11,37.47,21356.69
9063.14,34.37,48.7,2.09,2.09,2.09,2.09,2.09,2001.26,126.92,37.58,19806.41
22219.03,24.48,46.03,13.27,13.27,13.27,13.27,13.27,1999.85,126.92,37.5,14401.13
38842.85,0.95,20.94,13.12,13.12,13.12,13.12,13.12,2011.78,126.96,37.52,30153.97
31422.48,49.21,51.93,2.06,2.06,2.06,2.06,2.06,2028.17,126.99,37.54,22111.61
29481.08,42.97,70.72,3.54,3.54,3.54,3.54,3.54,2011.31,126.96,37.62,37839.3
28652.82,30.04,55.17,5.44,5.44,5.44,5.44,5.44,2007.42,126.79,37.55,9012.35
28856.16,64.19,73.35,3,3,3,3,3,2023.11,126.95,37.56,19338.27
51974.1,49.2,39.64,3.75,3.75,3.75,3.75,3.75,2006.2,126.98,37.52,25493
20197.8,33.73,16.03,9.1,9.1,9.1,9.1,9.1,2009.97,126.88,37.55,17484.89
35377.5,25.5,15.14,11.04,11.04,11.04,11.04,11.04,2005.66,127.07,37.46,20906.7
40856.87,23.22,39.49,7.97,7.97,7.97,7.97,7.97,2012.31,126.93,37.58,17951.37
24235.87,42.19,5.92,9.23,9.23,9.23,9.23,9.23,2010.61,127.03,37.61,21344.98
81607,34.39,10.96,2.4,2.4,2.4,2.4,2.4,2012.13,126.95,37.47,32022.07
54859.64,29.87,0.37,11.2,11.2,11.2,11.2,11.2,1999.17,126.99,37.55,21286.97
62254.68,87.48,12.29,3.21,3.21,3.21,3.21,3.21,2011.17,127.04,37.5,33852.22
25326.39,38.01,98.58,10.97,10.97,10.97,10.97,10.97,2016.78,127.04,37.54,26328.93
13640.67,64.16,73.5,1.38,1.38,1.38,1.38,1.38,2011.9,126.99,37.6,17620.62
71449.91,31.33,1.44,9.52,9.52,9.52,9.52,9.52,2010.88,126.96,37.55,15569.54
41863.57,9.96,80.71,3.78,3.78,3.78,3.78,3.78,2008.65,126.96,37.56,30306.24
15300.04,0.81,25.27,6.68,6.68,6.68,6.68,6.68,2002.68,127.01,37.62,19283.5
53503.2,28.43,100.69,16.24,16.24,16.24,16.24,16.24,2020.74,126.93,37.51,16956.07
29521.47,28.17,19.06,13.12,13.12,13.12,13.12,13.12,2014.83,126.87,37.54,22118.48
12307.49,30.19,107.98,6.5,6.5,6.5,6.5,6.5,2011.26,127.02,37.56,22830.61
44205.95,49.11,25.85,4.51,4.51,4.51,4.51,4.51,2008.27,127.15,37.56,17665.4
37580,42.22,90.99,8.72,8.72,8.72,8.72,8.72,2017.75,126.92,37.53,41817.05
28470.76,11.71,89.65,6.68,6.68,6.68,6.68,6.68,2014.95,126.95,37.53,28596.97
23589.69,68.27,40.16,8.19,8.19,8.19,8.19,8.19,1995.89,127.02,37.6,25166.55
17275.01,14.65,36.63,3.51,3.51,3.51,3.51,3.51,2018.46,127.06,37.47,13924.86
26770.34,30.65,88.31,15.49,15.49,15.49,15.49,15.49,2009.28,127.02,37.51,12869.8
43229.56,57.53,3.6,8.17,8.17,8.17,8.17,8.17,2009.78,126.87,37.48,10963.86
13457.47,42.26,71.73,8.54,8.54,8.54,8.54,8.54,2000.55,127.01,37.58,31460.02
63550.19,30.28,23.25,2.56,2.56,2.56,2.56,2.56,2017.8,126.79,37.55,8637.24
41582.49,43.69,64.17,2.39,2.39,2.39,2.39,2.39,2004.57,127.06,37.59,8829.49
26158.44,44.65,59.8,3.55,3.55,3.55,3.55,3.55,2008.67,126.94,37.51,26406.32
21.17,46.26,30.9,0.64,0.64,0.64,0.64,0.64,2001.23,127.04,37.5,14456.61
54640.31,45.9,14.12,10.15,10.15,10.15,10.15,10.15,2003.03,126.99,37.49,40314.56
34651.83,39.49,70.37,9.26,9.26,9.26,9.26,9.26,2008.86,126.82,37.54,26346.42
16976.19,7.77,94.98,10.44,10.44,10.44,10.44,10.44,2018.94,126.94,37.59,45444.09
43161.15,3.06,0.39,7.27,7.27,7.27,7.27,7.27,2023.97,126.95,37.52,12642.6
27982.11,28.18,74.37,2.4,2.4,2.4,2.4,2.4,2021.34,126.93,37.61,24210.19
64561.72,9.17,16.71,11.75,11.75,11.75,11.75,11.75,2023.65,126.99,37.58,21490.28
38434.41,48.27,0.92,9.32,9.32,9.32,9.32,9.32,2014.22,126.82,37.47,27412.92
53485.93,50.32,22.77,4.27,4.27,4.27,4.27,4.27,2006.86,126.96,37.47,22972.18
26246.81,63.31,42.91,4.8,4.8,4.8,4.8,4.8,2020.11,126.94,37.5,12378.02
15712.83,50.05,74.44,7.07,7.07,7.07,7.07,7.07,2009.31,127.12,37.52,5290.98
40147.69,19.36,16.47,4.76,4.76,4.76,4.76,4.76,2011.93,127.13,37.59,16357.62
58952.63,71.14,26.5,6.53,6.53,6.53,6.53,6.53,2000.59,126.97,37.55,17658.38
42526.06,31.83,7.04,5.94,5.94,5.94,5.94,5.94,2010.18,126.93,37.53,14878.81
18335.07,49.4,90.95,0.01,0.01,0.01,0.01,0.01,2023.14,126.99,37.46,16049.57
28071.38,21.13,17.5,7.63,7.63,7.63,7.63,7.63,2006.45,126.9,37.51,25009.77
45972.01,49.92,48.67,1.08,1.08,1.08,1.08,1.08,2033.11,126.98,37.52,26224.08
18989.54,12.48,17.16,9.12,9.12,9.12,9.12,9.12,2013.91,127,37.51,25519.28
10733.28,67.55,36.7,0.11,0.11,0.11,0.11,0.11,2002.63,126.87,37.58,26220.7
50663.39,42.08,43.23,11.78,11.78,11.78,11.78,11.78,2001.84,126.96,37.54,19695.52
12265.59,43.54,2.32,12.99,12.99,12.99,12.99,12.99,2007.47,127.02,37.47,21002.95
19928.59,9.55,80.45,12.85,12.85,12.85,12.85,12.85,2018.78,127.06,37.53,18200.47
14116.3,50.9,65.59,5.6,5.6,5.6,5.6,5.6,2013.53,127.11,37.53,37985.57
8802.84,0.42,33.88,10.33,10.33,10.33,10.33,10.33,2010.28,126.9,37.46,33657.44
64369.42,47.52,0.01,14,14,14,14,14,2007.13,126.94,37.53,25903.8
55362.25,49.05,58.33,6.25,6.25,6.25,6.25,6.25,2007.67,127.05,37.55,30345.86
17627.16,14.3,38,9.17,9.17,9.17,9.17,9.17,2016.29,126.98,37.49,15962.31
25259.77,2.2,42.68,7.24,7.24,7.24,7.24,7.24,2003.68,126.86,37.53,16018.48
22408.23,26.25,52.27,7.02,7.02,7.02,7.02,7.02,2013.82,126.97,37.58,18234.84
41458.52,39.25,89.28,9.65,9.65,9.65,9.65,9.65,2021.66,127.07,37.6,30786.18
22605.24,42.7,51.22,6.22,6.22,6.22,6.22,6.22,2020.7,126.91,37.49,8763.08
58370.74,27.52,24.83,8.27,8.27,8.27,8.27,8.27,2015.84,126.9,37.59,30285.57
46272.34,12.52,87.54,4.54,4.54,4.54,4.54,4.54,2028.68,126.95,37.5,31148.08
50250.8,21.33,10.16,3.9,3.9,3.9,3.9,3.9,2014.27,126.96,37.59,19741.18
69439.54,53.08,28.12,5.33,5.33,5.33,5.33,5.33,2016.35,127.1,37.6,21647.54
71160.66,32.2,33.31,1.63,1.63,1.63,1.63,1.63,2014.12,126.93,37.6,11374.74
18665.44,22.83,24.38,10.11,10.11,10.11,10.11,10.11,2012.46,127.03,37.57,7560.92
43969.75,32.28,48.24,6.78,6.78,6.78,6.78,6.78,2013.38,127.08,37.54,6653.7
50323.06,39.32,56.27,1.15,1.15,1.15,1.15,1.15,2025.97,126.96,37.57,35775.31
38940.66,37.12,27.69,8.25,8.25,8.25,8.25,8.25,2015.65,127.04,37.52,32230.17
32486.44,32.94,63.81,13.29,13.29,13.29,13.29,13.29,2022.07,127.11,37.57,5882.35
40851.55,10.62,77.06,10.95,10.95,10.95,10.95,10.95,2019.55,126.9,37.51,14452.64
17412.81,33.01,33.49,3.29,3.29,3.29,3.29,3.29,2016.82,127.01,37.5,14669.78
59005.08,19.89,80.96,10.6,10.6,10.6,10.6,10.6,2015.24,127.07,37.58,20031.53
13768.23,33.11,49.16,9.21,9.21,9.21,9.21,9.21,2007.38,127.05,37.61,13455.11
20295.54,25.46,51.48,2.74,2.74,2.74,2.74,2.74,2010.89,126.97,37.62,4915.75
27564.84,28.55,18.94,11.36,11.36,11.36,11.36,11.36,1996.98,126.99,37.56,21309.04
10003.51,46.9,6.79,11.87,11.87,11.87,11.87,11.87,2009.92,126.99,37.53,25653.79
18887.21,69.6,1.89,7.5,7.5,7.5,7.5,7.5,2002.33,127.01,37.49,15152.05
12734.38,41.89,28.96,4.88,4.88,4.88,4.88,4.88,2011.65,126.94,37.58,27549.97
36482.68,60.4,19.75,8.13,8.13,8.13,8.13,8.13,2005.15,126.81,37.5,21438.36
40729.7,24.77,2.05,7.12,7.12,7.12,7.12,7.12,2012.69,127.08,37.59,31334.73
2265.01,54.03,46.94,4.97,4.97,4.97,4.97,4.97,2018.82,126.89,37.5,2183.67
22579.57,43.24,17.18,3.46,3.46,3.46,3.46,3.46,2019.84,126.94,37.47,7735.19
50778.16,39.13,56.11,9.9,9.9,9.9,9.9,9.9,2019.38,127.06,37.52,14665.86
38372.04,11.19,63.41,0.72,0.72,0.72,0.72,0.72,2002.52,126.93,37.5,34505.85
52733.79,47.77,11.91,0.77,0.77,0.77,0.77,0.77,2007.7,126.84,37.56,22135.18
15759.25,35.11,26.07,7.73,7.73,7.73,7.73,7.73,2001.57,127.14,37.49,9021.27
9166.13,23.86,39.79,15.92,15.92,15.92,15.92,15.92,2007.56,126.9,37.55,15341.4
16117.06,28.55,107.59,2.88,2.88,2.88,2.88,2.88,2007.32,126.87,37.54,12522.82
52929.02,18.71,14.89,5.23,5.23,5.23,5.23,5.23,2005.71,127.06,37.58,15116.72
34021.98,34.27,108.87,6.1,6.1,6.1,6.1,6.1,2010.06,126.97,37.53,6140.02
51017.27,45.68,48.21,6.59,6.59,6.59,6.59,6.59,2011.69,127.01,37.54,22987.43
46875.5,20.42,19.03,7.6,7.6,7.6,7.6,7.6,2019.83,126.83,37.57,25609.37
40687.82,35.54,91.92,9.28,9.28,9.28,9.28,9.28,1998.89,126.95,37.48,24283.28
41842.83,19.89,5.06,5.2,5.2,5.2,5.2,5.2,2008.78,127.01,37.52,10470.83
27688.58,24.22,59.55,10.68,10.68,10.68,10.68,10.68,2020.15,126.99,37.52,27353.03
55445.77,18.55,81.66,6.09,6.09,6.09,6.09,6.09,2011.07,126.69,37.5,28682.37
55809.31,11.8,9.46,7.9,7.9,7.9,7.9,7.9,2009.74,126.89,37.5,38000.96
29802.56,60.6,2.37,11.86,11.86,11.86,11.86,11.86,2011.8,126.96,37.49,38130.29
5198.57,44.07,36.21,8.88,8.88,8.88,8.88,8.88,2012.74,127.01,37.54,13614.78
41396.98,42.01,77.27,10.75,10.75,10.75,10.75,10.75,2028.78,126.9,37.56,15480.98
46332.1,60.43,55.33,5.06,5.06,5.06,5.06,5.06,2014.1,126.91,37.56,27837.46
6730.6,59.52,17.67,0.82,0.82,0.82,0.82,0.82,2012.34,126.92,37.43,6792.21
52777.44,36.96,67.72,1.18,1.18,1.18,1.18,1.18,2023.34,126.87,37.58,17153.7
25869.09,54.58,162.93,11.14,11.14,11.14,11.14,11.14,2006.39,126.99,37.54,28617.48
28205.35,16.41,56.64,9.59,9.59,9.59,9.59,9.59,1998.5,127.1,37.61,32932.8
52836.62,39.69,93.32,3.58,3.58,3.58,3.58,3.58,2011.93,126.88,37.46,19741.34
45003.78,28.29,37.38,1.59,1.59,1.59,1.59,1.59,2013.58,126.96,37.4,42400.65
11082.49,52.12,65.56,8.82,8.82,8.82,8.82,8.82,2005.77,126.9,37.59,18749.34
22139.03,11.47,48.61,6.83,6.83,6.83,6.83,6.83,2011.06,126.9,37.53,16653.91
66796.11,42.51,26,4.07,4.07,4.07,4.07,4.07,2016.41,126.86,37.59,22856.11
83790.75,38.82,8.36,5.04,5.04,5.04,5.04,5.04,2011.38,126.87,37.54,27698.72
45313.03,6.24,39.34,6.38,6.38,6.38,6.38,6.38,2010.98,126.97,37.45,40327.92
22400.31,30.04,93.13,1.45,1.45,1.45,1.45,1.45,2006.7,127.14,37.46,6399.34
27549.76,20.4,22.03,4.16,4.16,4.16,4.16,4.16,2013.5,127.06,37.49,32202.19
14811.86,41.82,55.24,8.04,8.04,8.04,8.04,8.04,2008.64,126.88,37.59,5353.82
42445.07,44.31,37.52,5.33,5.33,5.33,5.33,5.33,2012.32,127.07,37.49,11457.53
36797.47,54.78,107.37,1.84,1.84,1.84,1.84,1.84,2004.1,126.98,37.53,27164.78
63478.21,37.02,33.77,8.43,8.43,8.43,8.43,8.43,2021.68,126.98,37.58,13089.63
42424.41,42.16,63.88,5.73,5.73,5.73,5.73,5.73,2015.1,126.99,37.53,11197.41
29414.2,29.37,63.57,1.23,1.23,1.23,1.23,1.23,2023.09,127.07,37.51,21509.78
59934.24,2.03,48.34,1.12,1.12,1.12,1.12,1.12,2009.52,126.89,37.5,5605.53
43559.34,45.39,70.68,12.96,12.96,12.96,12.96,12.96,2018.11,127.08,37.53,18962.12
34043.64,51.14,4.22,9.91,9.91,9.91,9.91,9.91,2012.17,127.07,37.57,12212.84
21570.64,40.45,4.13,5.74,5.74,5.74,5.74,5.74,2021.79,126.85,37.49,19638.04
68336.66,49.77,36.21,10.49,10.49,10.49,10.49,10.49,2009.02,127,37.52,17589.05
42355.95,37.4,43.38,3.65,3.65,3.65,3.65,3.65,2023.4,127.08,37.52,29792.1
26620.92,23.07,79.98,11.17,11.17,11.17,11.17,11.17,2019.23,126.99,37.53,31001.34
49998.13,43.2,77.22,6.96,6.96,6.96,6.96,6.96,2016.15,127.09,37.55,24247.12
58961.25,32.33,27.3,5.99,5.99,5.99,5.99,5.99,2014.6,127.07,37.59,3723.14
43927.04,36.19,45.39,11.83,11.83,11.83,11.83,11.83,1998.32,126.96,37.49,11404.43
43188.38,4.63,66.14,3.87,3.87,3.87,3.87,3.87,2011.08,126.96,37.45,18686.32
1112.5,25.19,2.48,8.04,8.04,8.04,8.04,8.04,2010.05,127.04,37.58,11322
28254.59,48.89,0.03,4.03,4.03,4.03,4.03,4.03,2007.72,126.96,37.48,7708.33
64757.37,46,6.79,11.11,11.11,11.11,11.11,11.11,2013.74,126.93,37.56,25960.2
11825.42,56.53,16.15,10.27,10.27,10.27,10.27,10.27,2011.79,126.94,37.51,15484
42572.76,21.9,28.61,11.96,11.96,11.96,11.96,11.96,2023.88,127.03,37.52,28729.98
26328.8,30.98,44.02,8.86,8.86,8.86,8.86,8.86,2015.93,126.91,37.52,16436.46
120.66,45.29,50.72,6.24,6.24,6.24,6.24,6.24,2006.52,126.96,37.58,15800.26
53880.42,24.71,4.26,11.67,11.67,11.67,11.67,11.67,2011.2,127.14,37.52,17246.29
67007.11,24.63,24.14,11,11,11,11,11,2004.05,126.92,37.49,27516.98
41684.82,25.06,55.48,3.48,3.48,3.48,3.48,3.48,2024.09,126.99,37.51,11975.1
36077.71,61.39,38.95,6.64,6.64,6.64,6.64,6.64,1999.61,126.97,37.49,25505.46
32175.63,24.71,19.6,0.04,0.04,0.04,0.04,0.04,2019.7,126.85,37.53,31008.91
3833.37,22.06,10.63,10.27,10.27,10.27,10.27,10.27,2011.92,126.93,37.56,23165.71
69398.35,27.94,7.03,7,7,7,7,7,2005.32,126.92,37.52,14531.77
51796.54,31.1,32.93,7.55,7.55,7.55,7.55,7.55,2016.75,126.96,37.56,29764.88
37263.02,49.88,34.52,1.63,1.63,1.63,1.63,1.63,2008.57,127.02,37.61,27614.64
53806.49,32.35,155.38,12,12,12,12,12,1999.27,127.1,37.51,17068.68
25707.81,48.39,0.04,5.03,5.03,5.03,5.03,5.03,2002.14,126.92,37.5,19562.44
50497.04,63.41,12.83,4.79,4.79,4.79,4.79,4.79,2025.44,127.17,37.6,11978.68
70414.27,4.97,100.19,7.67,7.67,7.67,7.67,7.67,2005.44,126.86,37.52,26193.58
61989.54,34.03,52.6,6.37,6.37,6.37,6.37,6.37,2009.04,127.05,37.56,31434.62
32829.33,47.44,24.2,5.3,5.3,5.3,5.3,5.3,2033.06,126.96,37.54,25372.17
44970.14,40.17,2.8,8.08,8.08,8.08,8.08,8.08,2014.5,126.85,37.47,22738.75
14120.16,24.67,9.56,4.52,4.52,4.52,4.52,4.52,2012.31,126.97,37.5,22238.02
53848.84,42.11,75.6,6.09,6.09,6.09,6.09,6.09,2017.21,126.94,37.55,22147.66
43812.11,29.36,47.75,13.39,13.39,13.39,13.39,13.39,2002.77,126.92,37.56,33546.35
13010.68,57.07,38.14,4.23,4.23,4.23,4.23,4.23,2013.43,126.77,37.57,13546.75
12951.65,28.43,126.35,8.38,8.38,8.38,8.38,8.38,2017.35,126.95,37.55,7053.8
26151.96,37.5,75.35,2.94,2.94,2.94,2.94,2.94,1997.56,126.98,37.55,26108.88
69926.56,24.99,97.63,19.07,19.07,19.07,19.07,19.07,2012.91,126.79,37.54,37153.24
43186.4,48.06,32.55,13.87,13.87,13.87,13.87,13.87,2020.69,126.95,37.5,29600.92
63052.39,34.69,83.95,11.79,11.79,11.79,11.79,11.79,2004.09,126.95,37.58,6573.14
67945.83,21.85,62.24,4.55,4.55,4.55,4.55,4.55,2011.15,126.98,37.61,13550.77
3454.37,47.08,20.01,9.69,9.69,9.69,9.69,9.69,2010.6,127.11,37.5,6682.73
12683.34,12.65,70.09,0.96,0.96,0.96,0.96,0.96,2008.26,127,37.51,13931.53
7666.6,48.64,69.18,2.71,2.71,2.71,2.71,2.71,2018.22,126.99,37.54,22823.67
30276.8,11.57,67.86,4,4,4,4,4,2000.32,127.03,37.54,39164.86
10690.18,58.92,3.26,11.48,11.48,11.48,11.48,11.48,2007.54,126.87,37.48,30977.04
50261.59,24.22,32.71,12.48,12.48,12.48,12.48,12.48,2022.4,126.84,37.55,28092.2
45757.35,50.12,32.59,8.65,8.65,8.65,8.65,8.65,2005.28,127.07,37.53,28093.8
11346.1,24.79,29.96,4.5,4.5,4.5,4.5,4.5,2016.8,126.85,37.54,22399.47
6124.76,32.56,21.84,7.45,7.45,7.45,7.45,7.45,2016.47,126.98,37.51,28163.17
9910.27,12.82,22.04,8.03,8.03,8.03,8.03,8.03,1987.45,127.01,37.51,16224.81
48508.96,3.81,97.68,4.46,4.46,4.46,4.46,4.46,2021.59,126.96,37.6,41431.75
21510.75,27.66,17.44,5.96,5.96,5.96,5.96,5.96,2006.25,127.01,37.58,29090.98
56665.43,15.11,117.83,6.22,6.22,6.22,6.22,6.22,2016.13,127.05,37.51,23108.62
48003.31,45.89,6.02,9.69,9.69,9.69,9.69,9.69,2010.79,127.06,37.53,17480.9
18237.25,42,60.37,6.18,6.18,6.18,6.18,6.18,2022.32,126.95,37.59,22798.77
38958.85,6.33,114.82,10.86,10.86,10.86,10.86,10.86,2020.93,127.01,37.49,31462.87
8961.37,53.27,23.03,3.74,3.74,3.74,3.74,3.74,2011.65,127,37.6,31289.11
14243.75,33.65,3.57,10.52,10.52,10.52,10.52,10.52,2018.47,127.05,37.5,30671.06
65323.57,45.09,101.97,8.75,8.75,8.75,8.75,8.75,2004.83,127.01,37.54,1003.07
56861.89,15.6,85.98,7.34,7.34,7.34,7.34,7.34,2014.19,127.1,37.49,14545.75
22786.12,12.89,11,4.4,4.4,4.4,4.4,4.4,2009.52,126.95,37.53,34184.3
19183.22,37.3,59.83,2.02,2.02,2.02,2.02,2.02,2010.48,126.93,37.58,20371.5
14123.71,26.97,43.89,6.65,6.65,6.65,6.65,6.65,2008.66,126.9,37.51,13318.91
31340.36,15.89,34.66,3.52,3.52,3.52,3.52,3.52,2018.22,127.1,37.51,15751.69
60296.99,5.77,51.24,15.74,15.74,15.74,15.74,15.74,2006.9,127,37.52,19782.64
19923.32,61.18,34.56,1.95,1.95,1.95,1.95,1.95,2023.13,126.87,37.49,29854.33
35942.82,67.78,76.71,1.19,1.19,1.19,1.19,1.19,2006.02,127.05,37.6,19294.59
26972.36,8.53,128.32,4.72,4.72,4.72,4.72,4.72,2001.41,127.1,37.48,40837.32
27009.19,14.49,61.01,11.96,11.96,11.96,11.96,11.96,2020.68,127.05,37.6,30698.59
39167.84,24.6,170.89,7.16,7.16,7.16,7.16,7.16,2019.65,127.06,37.49,14799.03
40525.4,48.57,36.12,3.12,3.12,3.12,3.12,3.12,2005.74,126.95,37.52,29989.57
14948.25,15.29,74.37,4.75,4.75,4.75,4.75,4.75,2017.71,126.98,37.6,15845.56
22356.74,6.99,51.78,1.34,1.34,1.34,1.34,1.34,2007.67,127,37.55,19863.13
36403.53,23.65,66.49,11.71,11.71,11.71,11.71,11.71,2008.89,127.01,37.49,10103.19
29685.9,39.04,66.37,11.45,11.45,11.45,11.45,11.45,2010.3,127.08,37.51,30183.32
15981.22,40.27,50.35,9.31,9.31,9.31,9.31,9.31,2019.02,126.82,37.52,20257.61
61836.62,27.93,53.11,6.38,6.38,6.38,6.38,6.38,2012.3,126.88,37.57,2928.64
48447.92,28.39,77.32,6.44,6.44,6.44,6.44,6.44,1991.57,126.82,37.6,16850.95
5803.69,32.66,2,14.56,14.56,14.56,14.56,14.56,2012.38,127.03,37.44,1490.94
765.96,30.95,61.97,8.01,8.01,8.01,8.01,8.01,2016.88,126.87,37.51,4987.02
42265.57,39.61,39.45,7.4,7.4,7.4,7.4,7.4,2007.19,127.02,37.51,21465.58
6801.7,3.14,24.07,9.42,9.42,9.42,9.42,9.42,2019.87,126.97,37.53,4547.75
13173.82,12.09,17.59,3.76,3.76,3.76,3.76,3.76,2012.85,126.93,37.5,1209.79
2695.47,21.53,10.14,12.05,12.05,12.05,12.05,12.05,2017.75,127.05,37.55,28080.89
11177.02,16.16,84.38,8.54,8.54,8.54,8.54,8.54,2007.01,127,37.52,10008.2
66877.82,2.26,101.56,0.07,0.07,0.07,0.07,0.07,2015.41,126.99,37.64,20143.87
41613.76,39.59,31.57,4.46,4.46,4.46,4.46,4.46,2007.14,127.13,37.5,14221.8
74474.17,36.97,132.9,10.23,10.23,10.23,10.23,10.23,2018.36,127.04,37.59,10710.22
47083.47,51.83,60.31,6.04,6.04,6.04,6.04,6.04,2005.37,126.93,37.52,13587.57
28765.97,15.3,111.52,7.47,7.47,7.47,7.47,7.47,2012.31,126.97,37.51,26780.45
80628.36,41.53,14.58,12.58,12.58,12.58,12.58,12.58,2013.02,126.72,37.52,7404.6
28475.46,20.66,49.88,9.78,9.78,9.78,9.78,9.78,2010.06,127.02,37.52,31760.26
21199.38,55.91,30.45,3.26,3.26,3.26,3.26,3.26,2016.3,126.94,37.51,27547.32
56816.47,25.82,30.27,4.45,4.45,4.45,4.45,4.45,2003.39,126.95,37.55,22653.97
43019.91,42.35,63.34,7.44,7.44,7.44,7.44,7.44,2011.16,127.05,37.53,18704.07
50746.58,61.15,117.5,7.41,7.41,7.41,7.41,7.41,2012.28,127,37.6,2575.64
54781.94,20.69,95.88,2.25,2.25,2.25,2.25,2.25,2013.41,127.09,37.57,2211.54
11027.35,15.29,19.63,14.16,14.16,14.16,14.16,14.16,2018.02,127.01,37.56,26449.1
40203.19,31.83,22.28,0.24,0.24,0.24,0.24,0.24,2015.63,127.05,37.57,31334.87
26223.11,29.4,69.09,5.57,5.57,5.57,5.57,5.57,2008.61,127.13,37.58,9182.22
12098.48,40.75,58.34,6.46,6.46,6.46,6.46,6.46,2016.37,126.9,37.56,23158.27
43523.3,25.38,22.12,7.25,7.25,7.25,7.25,7.25,2019.99,126.95,37.59,15877.34
4542.07,34.4,108.83,12.31,12.31,12.31,12.31,12.31,2014.52,127.06,37.56,26743.47
55052.37,52.67,58.6,3.88,3.88,3.88,3.88,3.88,2021.13,127.19,37.54,17783.36
2263.44,44.52,98.59,6.88,6.88,6.88,6.88,6.88,1997.62,127.02,37.55,14270.62
66317.8,46.24,43.47,10.71,10.71,10.71,10.71,10.71,2005.62,127.06,37.56,20406.8
8769.3,65.47,3.52,7.17,7.17,7.17,7.17,7.17,2013.49,126.98,37.56,15627.32
32380.32,50.56,84.08,5.88,5.88,5.88,5.88,5.88,2016.34,126.92,37.5,21307.18
7078.81,50.85,12.16,9.48,9.48,9.48,9.48,9.48,2008.67,127.06,37.64,8353.48
